x_GeneFamily	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_pai	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_p_1	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_1_Abun	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_2_Abun	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_2_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_2_Ab	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_2_Abundance_RPKs
1.1.1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.094047027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.210	0	0	0	0	0	0	21.00746563	20.21093236	18.47530445	21.43722076	14.26474331	0	0	12.46682393	22.57860294	14.8562613	4.306890019	0	12.27258439	14.08983642	12.04988886	13.25687792	11.31494479	17.6155027	11.61903347	12.30688138	25.76058805	28.81630216	9.289730476	4.392588438	33.89486849	20.99507213	60.06754738	54.89604051	18.44520005	18.51808128	3.669816056	0	48.86061657	22.91804865	39.93856507	29.93548152	7.278497853	0	0	0	10.37991455	10.93787612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.443001443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597201886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.218	0	0	0	0	0	0	29.17783057	43.1526198	50.05929482	58.1631222	182.176572	146.2931464	15.68245975	18.01291536	66.25971122	116.388527	411.3909291	433.5853497	19.13455798	17.63449116	110.6879507	108.1355298	3.983024959	46.17749902	61.60959865	64.40797481	136.1174509	123.7023644	13.69630589	29.42021387	57.02222643	25.82213856	0	9.569729524	16.38100502	24.64752633	6.083944267	7.28707715	247.0666112	274.1397152	0	5.012768437	150.5085883	182.9898152	0	0	40.41696697	65.94579111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.219	0	0	0	0	0	0	6.555758626	13.74418873	0	0	0	0	4.120045196	0	0	0	0	0	0	0	2.939797131	0	0	0	8.073100439	8.512113152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.155974396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.22	0	0	0	0	0	0	107.0680233	93.77579401	55.74378116	57.26665548	72.99321816	53.97579854	109.0142666	142.7580851	31.13125332	72.89542829	81.42853155	76.67300442	72.36933666	83.28618663	7.259397222	0	32.48702573	41.4778073	132.5957527	140.6715177	9.86402001	0	170.8130272	133.5902808	42.40330186	46.93586693	0	0	30.18223981	33.1991932	0	7.399172722	16.0899569	24.66111065	71.06619634	94.30822296	24.61199698	45.70542248	0	0	12.73904897	29.44262075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.23	0	0	0	0	0	0	19.99706313	35.8036867	27.17269226	21.60099381	157.0959656	212.5118373	84.75691168	87.75421377	416.9618444	379.7540516	40.90529946	37.85896318	14.30238804	19.94339464	70.56719136	97.91963337	195.32308	181.2553867	36.06614921	36.7387309	583.80291	584.1626734	24.39292745	66.4721186	103.3080158	89.01252733	301.4125306	328.4943666	170.1632822	193.2189297	20.13930185	21.5795891	101.5612654	106.9203265	27.16102279	13.83005833	462.1560329	462.9569283	0	0	150.339238	128.2493684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.665079717	0	0	0	13.69802532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.234	0	0	0	0	0	0	0	8.709781806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.073100439	8.512113152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17719586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.244	0	0	0	0	0	0	0	0	0	2.104787711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.250801825	0	3.436426117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.25	0	0	0	0	0	0	74.24771511	66.59798883	279.2584617	301.1628137	166.5194048	179.4395154	223.9876276	250.7424668	124.7168873	115.5424009	23.28709246	20.13528715	137.6693563	147.6514904	50.43531086	48.24745822	74.36093127	64.35090747	142.8097124	178.6692336	52.94838076	79.62734644	212.0857587	209.5334362	240.3776665	261.2566581	44.71180946	56.24904588	213.5467817	234.379627	7.77705736	18.98126046	100.1401339	118.3639826	261.5817113	221.0445638	170.4705558	172.4895479	0	0	85.67308031	103.4329079	0	0	0	0	0	0	0	0	13.83650181	10.06922992	0	0	0	0	8.196709562	0	0	0	0	0	0	0	17.41979966	28.91354221	18.62136015	13.80548808	61.65816153	40.94950226	20.10847108	32.82436792	0	0	0	0	0	0	0	0	10.06924184	8.50393158	0	0	0	0
1.1.1.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.733907469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.373819163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.674054809	0	1.443001443	0	0	0	0	0	0	0	2.160939096	0	3.489530633	4.378178815	0	0	0	0	0	0	0	0	0	0	11.77691807	9.443066235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.261	0	0	0	0	0	0	3.302929554	6.550603212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883473669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.262	0	0	0	0	0	0	14.81473406	14.31155832	21.04489242	10.02976422	23.99775477	12.20220162	170.9740865	167.4887002	47.42522552	37.61307722	1012.70135	975.8923259	9.207036607	11.62637148	34.4679167	23.89376062	11.39647394	17.41750905	63.0580441	61.89955847	58.5003979	52.54708053	42.58416857	40.95774098	9.466119886	20.49588043	25.81803183	25.39467638	61.09185396	54.14521347	12.1749341	4.750143533	78.20651853	68.68209013	39.91010251	34.55775989	10.30572135	13.20715141	0	0	7.355827513	11.26591808	0	0	0	0	0	0	0	0	12.30351254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.48093867	0	0	0	0	0	0	0	2.314814815	0	0	0	11.26047446	0	0	0	0
1.1.1.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.303649746	0	4.514813287	7.613445266	0	0	0	0	0	0	0	0	0	0	3.904606333	5.014524646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.266	0	0	0	0	0	0	0	0	0	0	5.6654001	0	4.124631741	0	4.933929039	0	0	0	0	0	0	0	1.648806058	3.295948607	0	6.923391459	0	0	3.823427063	4.549315777	5.198909073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.267	0	0	0	0	0	0	82.11552171	70.72978312	410.6729359	445.4595281	239.1332765	258.2741952	210.2638719	178.8241955	163.8044235	188.9083357	7.025126472	0	168.1619391	181.638875	52.96730363	68.51394484	96.20311627	103.2553871	28.118533	59.30189598	109.8025595	122.3218239	215.0100922	201.6410994	103.7397383	123.3286755	143.5062728	397.9812149	122.975828	124.1024024	17.44687517	8.177689704	253.218033	232.1330373	362.5397123	380.6754109	130.1601047	128.1276226	0	0	53.69935382	65.24787485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.268	0	0	0	0	0	0	5.66546952	4.851212272	0	13.12168873	3.566498583	0	0	0	0	0	0	0	0	0	0	0	0	0	3.225502968	0	12.46784096	11.30832594	0	0	0	0	31.09464616	19.14013161	16.04256882	21.49463336	0	0	0	0	0	3.04149717	0	5.13051223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.27	0	0	0	0	0	0	33.27974489	83.73503751	199.7548566	261.6175697	96.56321023	91.17391441	53.85070957	58.16307124	184.3273111	206.0674209	197.4892921	199.8186282	129.2292094	149.4759364	94.5576835	108.174156	143.0772901	183.3472508	94.51322582	105.284089	515.8115169	373.3142381	190.56791	292.0674543	76.86634595	182.2888175	558.8956435	406.1587344	345.0446285	314.5108091	25.88977777	0	199.203157	257.7711629	112.4380277	129.6444923	152.2550387	183.6193771	0	0	215.8561016	146.4000219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.271	0	0	0	0	0	0	33.4025158	20.0121948	4.29672035	4.94755707	117.1584427	89.20781206	79.07667451	71.77605173	19.05408488	34.94080507	0	0	7.218497078	13.58748493	5.867015589	12.7262524	9.367930483	9.945726941	38.11964371	37.69085072	5.935697427	0	59.90614069	37.06749919	90.42508754	91.69528736	0	0	68.09791876	62.71898038	3.854493565	4.82045473	0	0	44.32551546	50.84207545	0	0	0	0	12.4370651	12.42812623	0	0	0	0	0	0	0	0	16.14292163	14.75160446	0	0	0	0	0	0	0	0	0	0	0	0	11.80963	18.28192201	26.83180919	18.34176469	28.86132591	30.97674585	19.90050719	28.78438843	0	0	0	0	0	0	0	0	11.11426789	11.08241061	0	0	0	0
1.1.1.274	0	0	0	0	0	0	39.18533903	51.2003191	8.267777254	42.94710451	17.70394232	12.65429524	20.89208529	38.17706741	27.9598692	33.99905878	362.940572	363.8446363	14.19073565	22.3293902	22.14010483	17.13167335	0	15.04137171	83.32025088	77.29769751	0	0	22.97640982	28.54362777	33.08825814	42.40508624	19.91413	4.287154764	6.221972792	4.628811721	11.96826364	7.265551592	195.0260517	212.5100736	19.41002523	13.81409264	69.62995231	67.68877512	0	0	41.02184849	39.60381906	0	0	1.831501832	0	0	0	0	0	5.936943202	4.575103188	0	0	0	0	0	0	0	0	0	0	0	0	7.352453377	7.790396228	6.166291293	8.73943404	15.49225555	14.82603311	4.659856724	3.427648383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.276	0	0	0	0	0	5.485018864	38.65907398	19.22031532	126.2410533	143.4601045	53.18391105	54.11331795	59.32918648	80.68602427	73.55558405	60.04207651	1473.370607	1338.075423	32.77510839	44.4269084	122.4503575	115.2853561	27.55649916	21.72080399	58.95285735	57.70537205	171.1724933	164.7215517	59.2340096	59.84748538	95.41550387	83.47351373	608.8388644	614.5442698	126.1017271	145.9421631	35.74347792	36.996106	620.9865076	664.952414	29.65148616	39.81116156	412.677384	428.6813253	0	0	149.3837821	150.5287784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.28	0	0	0	0	0	0	76.33632455	69.26312688	34.12626508	29.81215308	56.9341103	46.73867054	53.38183527	72.72953046	16.65684411	16.02923044	0	2.123142251	93.40582786	87.26372207	40.5650611	43.21661299	13.32950295	15.54716487	11.77451513	10.76987321	13.56621727	17.43072104	77.78747206	92.22705743	9.077262529	11.51330236	20.03010665	21.51320352	0	0	0	0	0	0	96.81608493	97.46613465	26.28332782	30.05041161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.281	0	0	0	0	0	0	0	0	4.919146239	3.890637283	6.010428371	8.331051851	2.362980048	2.062732572	0	0	0	0	1.759219117	1.336871516	1.963727257	2.230497171	0	0	2.510168385	3.703858252	0	0	15.22361928	14.19566014	18.33659559	17.70004945	0	0	0	0	0	0	0	0	12.5479868	1.209725915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.282	0	0	0	0	0	0	0	0	0	0	0	0	0	12.43918386	0	0	0	0	0	0	0	0	0	0	66.2651525	72.22952383	0	0	0	0	0	0	0	0	0	0	0	11.91808813	0	0	13.74285374	13.41062544	0	0	0	0	42.16477071	42.41468614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.283	0	0	0	0	0	0	60.75660341	61.48680073	54.79587687	31.48903225	34.27514048	32.54238865	25.77457996	42.46450856	0	0	0	10.63483707	27.19626979	27.64284356	18.56182952	19.07890154	61.60439907	49.73359194	16.35101452	13.58992454	70.87996217	81.24102691	12.62883551	15.87045917	22.73201166	22.45403629	54.59917866	67.77556596	5.500412412	32.58875133	0	0	3.454756611	22.01032644	0	21.29507288	184.6671769	188.0321426	0	0	67.91241133	71.37761196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.284	0	0	0	0	0	0	21.3367576	14.72989109	9.70772416	9.4704251	0	6.704073227	9.787042475	8.02467534	5.808494024	6.850214131	0	0	32.17513703	29.5045843	11.67523016	9.779617595	0	0	102.1247219	96.77496001	0	0	0	0	17.60100555	20.23090118	0	0	0	0	17.11569142	15.85392138	0	0	4.506018306	0	0	0	0	0	43.33742305	36.36647258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.243436979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.29	0	0	0	0	0	0	4.570368223	0	2.256283918	2.12965228	0	0	51.61200863	26.90601397	7.997960087	5.26659471	0	0	10.73430393	8.168699642	2.735397671	0	0	0	0	0	0	0	0	0	19.64723414	21.440932	0	0	14.61387747	14.90182068	0	0	0	0	0	2.339349061	0	0	0	0	0	4.424230054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.290	0	0	0	0	4.187710522	4.331255111	189.6994788	189.8852316	331.4616863	418.4916494	275.5900887	300.7105016	226.2751435	249.7202798	870.7794327	876.4131007	19.70619245	30.97974038	224.8829466	219.6230991	405.1125754	449.0617538	100.3056695	126.2953118	320.6221172	298.1298852	621.7486271	510.2654123	359.5796513	355.0926564	382.3635109	385.3982731	374.4550007	155.8963727	485.8514034	491.6904038	112.7256154	115.3614913	555.2682276	556.5702819	331.9337174	338.92777	306.1327959	330.6015697	0	0	270.1342653	340.3970517	0	4.504504505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.232142857	2.242152466	0	0	0	0	0	0	0	0	0
1.1.1.291	0	0	0	0	0	0	3.467457314	9.583761697	0	7.302355881	0	0	13.42091618	7.430684212	0	0	0	0	4.416718675	4.571422829	1.615679667	0	0	0	33.26066515	28.65502997	0	0	0	0	5.996650157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.702702703	1.792114695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.292	0	0	0	0	0	0	5.034115019	1.766032299	26.85102671	55.53198927	31.80794437	47.34987144	51.00666027	67.51636262	87.62285189	89.47843554	45.4594126	69.5303803	24.53525887	29.33353776	99.43913916	78.70071325	17.52908925	19.46312402	18.57530254	17.78551106	72.83383112	69.03221595	38.73089031	47.0390856	84.18680376	97.30116824	222.0296167	189.4993293	61.41238306	95.72799171	6.095959426	0	204.558432	190.4755213	103.1499702	103.3503674	77.76664259	86.71994504	0	0	34.4002385	26.71458712	0	0	0	0	0	0	0	0	7.248357999	7.111219272	0	0	0	0	0	0	0	0	0	0	0	0	6.70753823	6.044913922	6.978134207	6.734017377	15.50980587	14.90282743	8.358182404	9.063672439	0	0	0	0	0	0	0	0	3.530136391	10.34639168	0	0	0	0
1.1.1.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.28931065	32.24765715	0	0	0	11.53284381	0	0	0	0	45.66056418	51.66438835	12.94956421	8.45646864	0	0	0	15.06471146	9.173782832	5.920365672	0	0	38.80986682	41.82786223	0	0	13.87393813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.3	0	0	0	0	0	0	598.4360768	649.5664672	281.8643239	458.5427221	384.9458263	424.067522	308.2122663	328.4576533	244.0633856	244.9859124	324.6190364	235.1712989	483.8845234	573.478339	209.5402032	202.7848671	279.6622733	277.2001613	292.2893209	281.7154275	263.44826	271.0864704	381.7765331	440.5089327	166.3341703	200.3100519	508.2716447	353.6259576	290.9926078	309.2305201	29.21538301	32.16345122	390.0625985	407.850324	478.4329835	475.260064	423.3502753	533.5925248	0	0	150.6190281	132.083299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.48521579	25.57872196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.30	0	0	0	0	0	0	3.593363822	4.121159089	4.15298323	2.968030669	4.27682894	7.174748349	10.14159069	5.114521914	0	0	0	0	2.170044953	5.839367612	0	6.521956843	0	0	3.857399777	4.911118016	0	0	6.914755261	1.663580281	0	0	0	0	0	0	0	0	0	0	0	3.050609571	6.389759686	8.348989505	0	0	0	6.045781396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
