x_GeneFamily	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_5_Repeat_S22_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_pai	Saliva_5__Repeat_Reagent_blank_control_S21_R1_001_kneaddata_p_1	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_1_Abun	Saliva_Reagent_Blank_control_S20_R1_001_kneaddata_paired_2_Abun	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_11_S7_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_12_S8_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_13_S9_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_14_S10_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_15_S11_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_16_S12_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_17_S13_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_18_S14_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_19_S15_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_20_S16_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_21_S17_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_22_S18_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_1_Abundance_RPK	Saliva_Sample_No_23_S19_R1_001_kneaddata_paired_2_Abundance_RPK	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_3_S1_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_4_S2_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_5_S3_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_6_S4_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_7_S5_R1_001_kneaddata_paired_2_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_1_Abundance_RPKs	Saliva_Sample_No_9_S6_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_1_S45_R1_001_kneaddata_paired_2_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_1_Ab	Tissue_Reagent_Blank_control_2_S46_R1_001_kneaddata_paired_2_Ab	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_10_S31_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_11_S32_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_12_S33_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_13_S34_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_14_S35_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_15_S36_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_16_S37_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_17_S38_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_18_S39_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_19_S40_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_20_S41_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_21_S42_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_22_S43_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_1_Abundance_RPK	Tissue_Sample_No_23_S44_R1_001_kneaddata_paired_2_Abundance_RPK	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_2_S23_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_3_S24_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_4_S25_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_5_S26_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_6_S27_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_7_S28_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_8_S29_R1_001_kneaddata_paired_2_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_1_Abundance_RPKs	Tissue_Sample_No_9_S30_R1_001_kneaddata_paired_2_Abundance_RPKs
1.1.5.4	0	0	0	0	0	0	0	0	39.56503665	47.9612	0	9.080194818	58.48875715	68.05602653	57.79703948	57.28434648	453.226039	448.2924092	0	0	42.22151708	49.30811518	18.00865611	16.73419266	9.496997364	0	481.518351	511.2944081	346.5278374	364.2188275	0	32.83239888	901.9984751	952.0056263	386.9351188	400.0328263	9.088465692	4.892174863	192.76489	207.6505432	0	0	154.3206137	151.24358	0	0	26.78388861	21.39531231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.5.6	0	0	0	0	0	0	3.925646382	3.355445039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.2	0	0	0	0	0	0	2.445755892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.989105229	10.53835357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.3	0	0	0	0	0	0	12.44543594	0	0	0	8.582213801	0	3.380302865	5.368498284	0	0	0	0	0	0	8.045060622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38509077	11.23536814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.986227816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.1	0	0	0	0	0	0	8.686689385	9.279556487	5.098717982	0	0	0	14.01285718	17.40140438	0	0	0	0	0	5.580210673	0	0	0	0	0	8.942214292	0	0	6.305936007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.310469169	0	0	0	0	0	8.547008547	0	0	0	0	0	0	0	0	0	0	0	9.326430953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.14	0	0	0	0	0	0	0	0	4.66902602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.084321476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.908295179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.28	0	0	0	0	0	0	0	0	0	2.935816994	0	6.176843581	20.13118909	30.32842094	4.385340659	5.254507491	0	0	2.526710718	0	0	0	0	0	0	0	7.342261714	7.462007832	5.508066426	4.256915868	15.42519649	18.19943642	8.854703363	4.828128012	13.0113911	8.642158464	0	0	1.168778668	1.077705138	14.19764178	0	12.23557855	6.779476731	0	0	5.389936799	10.08927847	0	7.1210411	0	0	0	0	0	0	0	0	0	0	0	0	7.112694169	3.719808707	0	0	0	0	0	0	0	0	0	0	8.608531655	7.346807542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.3	0	0	0	0	0	0	0	0	2.577319588	1.718213058	0	1.700680272	3.418803419	1.700680272	0	2.577319588	0	0	0	0	1.343228103	0	3.704793405	6.41822278	2.906449613	4.098789704	0	0	0	0	1.692047377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.315119097	11.66757282	0	2.811111286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59678743	2.458575656	0	0	0	5.737381095	0	0	0	0	0	0	6.982732943	2.828012478	0	0	5.563021427	3.195578302	0	0	4.036230281	0	0	0	0	0	5.472997499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.742264	0	0	0	0	0	0	0	0	0	0	0	0	0	7.751946124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.2.2	0	0	0	0	0	0	5.711041915	5.628517824	11.03853399	12.06860626	0	2.091855081	26.68654828	26.13929703	0	5.962218456	0	0	2.752120367	0	0	10.4308603	11.85430548	0	0	0	0	0	0	0	3.332126939	0	0	0	8.920754974	0	0	3.182376786	0	0	3.748831784	9.085414453	0	4.415011038	0	0	2.425671964	0	0	7.267337082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3902439	24.59016393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.3.10	0	0	0	0	0	0	6.798250299	3.895865446	3.523064504	16.99297158	17.65038303	8.479717982	19.92568252	17.58429043	18.23662104	21.53332561	0	0	29.31427128	44.06123056	3.887922775	8.291469813	6.660140406	4.158648504	6.45151929	22.82593465	0	25.51362894	25.30109083	21.60337019	0	10.50125937	0	0	4.927970159	6.470495664	0	0	11.00105136	17.10199218	2.565134418	9.480614089	15.36309488	3.013831011	0	0	9.420825382	7.228979813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.3.14	0	0	0	0	0	0	0	0	0	0	0	0	5.806578874	2.645898369	4.179856321	0	0	0	7.561190244	6.100757453	0	0	0	0	0	1.588770422	0	0	2.466305133	1.735395145	0	0	0	0	0	0	0	0	5.80181387	6.970075673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.675667313	4.117016426	0	0	0	0	2.26581741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.99.2	0	0	0	0	0	0	0	0	0	0	0	0	10.8679938	9.196292778	0	0	0	0	6.015095546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.78492115	24.28950429	2.754111877	5.699758858	0	0	0	13.62019468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.869022906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.1	0	0	0	0	0	0	5.754040347	1.653709776	5.197853063	7.596730264	24.1134733	12.83727208	7.378202958	15.45588595	54.6944775	58.28708783	0	43.10462249	17.67174008	20.05513961	0	0	1.046380817	12.90431	1.481610003	7.388826526	12.64726242	18.24573767	26.2871092	28.01549042	38.65109632	39.30596268	134.6080595	124.4433005	26.45653066	25.70535919	3.950679796	2.79404285	38.44502001	39.87768502	35.50822825	21.74292443	22.93402285	30.04967848	0	0	46.31264426	11.27724971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.10	0	0	0	0	0	0	5.049989025	4.46325506	7.520671266	7.788838917	11.8508246	7.328376578	16.32128568	13.80157986	0	4.99120083	489.4165	481.9957257	9.087584511	7.933939227	0	0	0	0	11.0398805	13.37082172	0	0	9.383178995	17.39586636	14.57581462	0	59.43833866	51.70200897	0	0	5.763736629	0	266.8424079	275.5385428	0	2.284831988	24.03280462	21.00340963	0	0	0	4.230435455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.800101581	4.37356853	0	0	0	0	0	0	0	0	0	0	0	1.727142176	0	0	0	0
1.11.1.15	0	0	2.307082844	7.788780213	6.34964714	2.91598857	451.1164442	474.5722955	595.5000159	757.3707836	735.357065	589.5145699	1084.880371	1071.6932	434.6339844	412.1584937	1223.86875	1248.936981	647.9977322	845.4098503	170.9918297	165.4704273	349.5807848	400.6829589	900.7829505	789.4116111	411.3931509	366.5176047	809.192136	624.110695	510.8689347	531.169803	596.4065299	643.9407118	327.7671314	366.4686973	43.67082112	41.45616955	912.2077766	939.3367677	576.7371283	682.9323253	541.505517	642.1491828	0	0	320.6041594	280.4726364	1.570010191	0	0	0	0	0	0	0	27.83201134	20.83777003	0	0	0	0	7.604898155	6.579835487	0	9.362166514	0	0	0	0	29.80044383	28.49487207	35.65216301	31.22854159	84.40841164	64.66581191	51.48178185	45.04766734	0	0	0	0	4.230075777	4.587155963	0	0	12.54985812	12.60110491	0	0	3.894872573	0
1.11.1.18	0	0	0	0	0	0	0	6.73058158	0	10.32591461	5.860421623	9.47605571	25.11891817	35.87851588	0	0	0	0	21.31306939	22.58066001	11.20436322	8.154769593	17.10390954	6.017983551	31.5884121	35.01485899	0	0	38.84692495	32.2920614	47.74976007	38.88966162	91.17405685	81.80040442	9.447313534	17.71300721	0	0	0	0	47.13041799	45.94240942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.19	0	0	0	0	0	0	2.597472693	2.75910059	1.898821653	3.964130684	2.33831306	0.595829216	2.624961246	1.327909728	3.277167959	2.301223333	0	0	0	0	1.15710603	0	3.730829099	0	3.04127885	0	45.5138953	29.67637993	2.282262291	0	3.302846242	5.264923842	5.250287266	8.242777036	3.592890518	4.452757411	0	0	3.413127267	1.801274402	0	0	4.530597968	0.87473616	0	0	0	3.273415225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.22	0	0	0	0	0	0	0	0	0	0	0	0	3.898730662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.014087421	0	0	1.030717349	0	0	0	0	0	0	0	0	0.790358109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.5	0	0	0	0	0	0	6.44737889	3.684938599	12.72090425	15.07549788	45.57421536	44.67978938	198.4675905	187.9750167	0	15.46140907	0	0	274.4417421	267.4728037	2.183406114	0	0	0	140.6962655	146.5263772	0	7.949955005	34.56395648	49.83804294	54.2543245	74.95965396	22.88894427	0	15.54130331	2.763253892	2.033352403	0	0	0	242.2901963	244.1768571	0	0	0	0	4.927626904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.6	0	0	0	0	0	0	25.9799181	20.68348763	15.82225032	28.1644141	8.006679601	11.53516428	77.08917821	61.27922585	24.48048554	10.02813206	252.060383	263.0485072	157.7928955	150.7173389	7.75435141	2.880609772	30.88035122	50.56504118	5.209179592	14.66836792	24.89216509	54.2838431	18.47097965	21.37167416	174.9026453	159.606	74.19039785	28.21775201	44.78178649	30.23671508	0.798709004	0	143.2793209	136.1595341	33.92184067	32.15731134	32.35493869	21.67305124	0	0	15.77434002	20.34159095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.415458937	0	0	0	0	0	0	0	0	0	0	0	2.487562189	0	0	0	0	0
1.11.1.7	0	0	0	0	0	0	2.495348325	0	2.433581204	0	2.723868839	0	1.436038145	4.201945994	0	8.501178103	0	0	2.63149433	0	5.440051223	2.216454186	0	0	0	0	3.146653418	3.257583026	4.846472343	0	3.0008333	2.158273091	1.922920562	0	3.964944938	8.445508201	0	0	4.008031458	0	0	0	5.856399454	3.685744174	0	0	8.655928167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.1.9	0	0	0	0	0	0	7.652871285	5.343247599	5.453728047	4.60705482	18.74135314	18.47312089	10.62553315	22.10368908	16.40185407	8.184010305	0	2.214031398	17.23776405	14.15249548	13.84927184	14.91866946	31.73210503	30.0077428	22.13702108	32.28466738	11.35078382	11.05006124	11.23336011	9.14480529	17.85510899	19.1913305	22.60973347	29.50935028	14.34258446	20.34472194	0	5.892132848	5.179589422	9.385655394	19.39868222	22.82296117	31.11533644	18.40433112	0	0	14.83343224	12.61916373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.643320466	0.737185597	0	0	1.260375111	1.009801203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.532937415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.2.1	0	0	0	0	0	0	0	0	2.872896245	3.243975949	5.30483497	9.484703309	6.31204618	3.51851481	4.975045992	5.107169335	0	0	11.5599917	7.48340532	0	2.04917208	0	3.616155314	0	0	0	0	7.327829854	2.649869083	4.137242004	4.106223896	8.240922227	4.477981311	0	0	0	0	0	0	11.62097992	5.722289264	0	0	0	0	3.391296926	14.39733299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.7.2	0	0	0	0	0	0	8.706710254	7.419808017	44.99715362	52.55087218	63.93868971	85.60146194	38.26454041	40.05573564	141.4622332	169.85694	6.474587924	5.827338733	85.6448283	75.92598288	20.45362169	21.39077303	45.96754686	54.03288203	10.99041996	6.623404821	58.46321082	60.92201613	70.8389382	68.67788439	40.16029942	38.47034767	90.55213938	105.6621484	68.03689961	62.81572811	8.622635029	10.10945562	121.8663699	120.7915743	85.15887985	75.95462239	97.07782908	97.24655378	0	0	68.69477626	79.47461543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.98.1	0	0	0	0	0	0	1.523495346	0	5.587778087	3.078305487	0	0	7.355444524	5.481222293	4.071789263	2.05040491	0	0	2.935052451	3.983189464	0	0	0	5.281557755	3.360860692	7.169834079	0	0	0	0	0	5.588209594	0	0	0	0	0	0	0	0	2.821764563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12.99.6	0	0	0	0	0	0	3.838826362	2.00974992	4.493116393	21.88817401	25.43222925	28.00235968	21.0843837	31.1640244	0	0	0	0	112.0179923	120.0067668	13.7099529	0	23.425994	27.5701779	7.189298326	5.384525694	11.43914259	13.96301282	6.301428768	5.890815908	2.961720119	6.890719601	0	0	0	0	0	0	93.70797394	98.43985945	42.52334974	30.89985361	12.30042718	19.38538192	0	0	11.29864371	13.17270814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.702702703	0	0	0	0	0	0	0	0	0	0
1.13.11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90824048	8.524743753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.15	0	0	0	0	0	0	10.09398147	14.77443403	0	0	0	0	0	0	0	0	0	0	5.616199984	13.20088931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.2	0	0	0	0	0	0	69.43984789	78.57212176	64.37007177	57.76879585	62.42089305	55.89481689	66.54636486	51.00896807	0	0	9.313081364	0	92.7435666	101.7336018	35.4189275	33.31128358	50.14192752	17.56820444	27.36672229	13.83032531	0	2.411667714	31.71537045	24.65916929	49.11657814	39.75912148	0	0	0	7.679714699	0	0	0	6.387869705	54.42083046	57.44721035	12.12551587	51.13844769	0	0	24.10228203	18.06980943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.24	0	0	0	0	0	0	6.107991438	17.20861684	0	1.222521961	0	4.903471829	7.36392723	4.328939592	0	6.109484105	0	0	39.92618246	34.45973514	3.781020203	2.469363343	0	0	10.17241785	20.69885994	99.25660256	111.5198025	6.731944672	9.1249732	0	3.261142806	0	0	0	0	3.450752495	0	0	0	0	0	0	3.547626682	0	0	5.702022635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.29	0	0	0	0	0	0	0	0	0	0	0	0	2.18222122	0	0	0	0	0	0	0	0	0	0	0	8.711151341	9.551394661	0	0	2.831161596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.975124378	4.975124378	0	0	5	0	0	0	0	0	0	0	4.975124378	0	0	4.975124378	6.375403901	4.216803467	0	0	0	0	0	0	0	0	0	0	10.1353617	0	0	0	0	0
1.13.11.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.783438639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
